IP地址,端口,回源端口,TLS,城市,地区,国家,城市,TCP延迟(ms),速度(MB/s)
114.129.43.82,2053,443,TRUE,Singapore,Asia Pacific,JP,Singapore,78,10.29
114.129.43.151,2053,443,TRUE,Singapore,North America,US,Singapore,344,10.29
114.129.43.227,2053,443,TRUE,Singapore,Asia Pacific,JP,Singapore,231,10.29
114.129.43.77,2053,443,TRUE,Singapore,Asia Pacific,JP,Singapore,187,10.29
206.238.236.127,2053,443,TRUE,Singapore,Europe,IT,Singapore,171,10.29
206.238.236.38,2053,443,TRUE,Singapore,Asia Pacific,KR,Singapore,242,10.29
206.238.236.180,2053,443,TRUE,Singapore,Europe,DE,Singapore,251,10.29
206.238.236.6,2053,443,TRUE,Singapore,Europe,NL,Singapore,263,10.29
206.238.236.110,2053,443,TRUE,Singapore,Europe,FR,Singapore,267,10.29
114.129.43.246,2053,443,TRUE,Singapore,Europe,DE,Singapore,331,10.29
206.238.236.16,2053,443,TRUE,Singapore,Europe,DE,Singapore,408,10.29
114.129.43.137,2053,443,TRUE,Singapore,Asia Pacific,SG,Singapore,136,10.29
206.238.236.176,2053,2083,TRUE,Singapore,North America,US,Singapore,231,10.29
206.238.236.87,2053,443,TRUE,Singapore,Europe,DE,Singapore,403,10.29
206.238.236.32,2053,443,TRUE,Singapore,Europe,CH,Singapore,320,10.29
206.238.236.24,2053,443,TRUE,Singapore,Europe,IT,Singapore,302,10.29
206.238.236.56,2053,443,TRUE,Singapore,Europe,NL,Singapore,292,10.29
114.129.43.91,2053,443,TRUE,Singapore,Asia Pacific,KR,Singapore,292,10.29
114.129.43.114,2053,443,TRUE,Singapore,Europe,NL,Singapore,342,10.29
206.238.236.96,2053,443,TRUE,Singapore,Europe,DE,Singapore,216,10.29
114.129.43.146,2053,443,TRUE,Singapore,Asia Pacific,KR,Singapore,242,10.29
114.129.43.1,2053,443,TRUE,Singapore,Asia Pacific,JP,Singapore,102,10.29
206.238.237.214,2053,443,TRUE,Singapore,Asia Pacific,SG,Singapore,126,10.29
114.129.43.159,2053,443,TRUE,Singapore,Europe,NL,Singapore,292,10.29
114.129.43.185,2053,443,TRUE,Singapore,North America,US,Singapore,189,10.29
114.129.43.27,2053,2053,TRUE,Singapore,North America,US,Singapore,482,10.29
206.238.237.228,2053,8443,TRUE,Singapore,North America,US,Singapore,177,10.29
154.219.5.34,2053,443,TRUE,Singapore,Asia Pacific,KR,Singapore,148,10.29
114.129.43.107,2053,8443,TRUE,Singapore,North America,US,Singapore,356,10.29
206.238.236.128,2053,443,TRUE,Singapore,Europe,GB,Singapore,268,10.29
114.129.43.188,2053,443,TRUE,Singapore,Europe,NL,Singapore,338,10.29
114.129.43.49,2053,443,TRUE,Singapore,North America,US,Singapore,219,10.29
114.129.43.94,2053,2096,TRUE,Singapore,North America,US,Singapore,376,10.29
206.238.236.142,2053,443,TRUE,Singapore,North America,US,Singapore,264,10.29
114.129.43.24,2053,443,TRUE,Singapore,North America,US,Singapore,209,10.29
114.129.43.19,2053,443,TRUE,Singapore,Europe,NL,Singapore,335,10.29
206.238.236.12,2053,443,TRUE,Singapore,Europe,DE,Singapore,167,10.29
114.129.43.63,2053,443,TRUE,Singapore,Europe,DE,Singapore,428,10.29
114.129.43.218,2053,443,TRUE,Singapore,North America,US,Singapore,407,10.29
206.238.237.205,2053,443,TRUE,Singapore,Asia Pacific,JP,Singapore,264,10.29
114.129.43.50,2053,443,TRUE,Singapore,North America,US,Singapore,227,10.29
114.129.43.76,2053,443,TRUE,Singapore,Europe,DE,Singapore,244,10.29
206.238.236.133,2053,443,TRUE,Singapore,Europe,FR,Singapore,336,10.29
114.129.43.193,2053,443,TRUE,Singapore,North America,CA,Singapore,222,10.29
206.238.236.98,2053,443,TRUE,Singapore,Europe,IT,Singapore,218,10.29
154.219.5.24,2053,443,TRUE,Singapore,Europe,DE,Singapore,253,10.29
114.129.43.180,2053,443,TRUE,Singapore,North America,US,Singapore,340,10.29
114.129.43.108,2053,443,TRUE,Singapore,North America,CA,Singapore,334,10.29
206.238.236.141,2053,443,TRUE,Singapore,Europe,IT,Singapore,295,10.29
114.129.43.219,2053,443,TRUE,Singapore,Europe,FR,Singapore,247,10.29
114.129.43.7,2053,443,TRUE,Singapore,Asia Pacific,JP,Singapore,238,10.29
114.129.43.105,2053,443,TRUE,Singapore,Europe,SE,Singapore,274,10.29
114.129.43.172,2053,443,TRUE,Singapore,North America,CA,Singapore,272,10.29
114.129.43.184,2053,443,TRUE,Singapore,Europe,FR,Singapore,288,10.29
114.129.43.197,2053,443,TRUE,Singapore,Europe,IT,Singapore,341,10.29
114.129.43.66,2053,443,TRUE,Singapore,Middle East,IL,Singapore,428,10.29
114.129.43.238,2053,443,TRUE,Singapore,North America,US,Singapore,340,10.29
206.238.237.229,2053,443,TRUE,Singapore,Europe,DE,Singapore,390,10.29
114.129.43.106,2053,443,TRUE,Singapore,North America,US,Singapore,277,10.29
206.238.236.126,2053,443,TRUE,Singapore,Europe,NL,Singapore,414,10.29
114.129.43.81,2053,443,TRUE,Singapore,North America,US,Singapore,418,10.29
114.129.43.223,2053,443,TRUE,Singapore,South America,BR,Singapore,356,10.29
114.129.43.110,2053,443,TRUE,Singapore,Europe,FR,Singapore,463,10.29
114.129.43.36,2053,443,TRUE,Singapore,Europe,DE,Singapore,261,10.29
114.129.43.38,2053,443,TRUE,Singapore,Europe,NL,Singapore,315,10.29
114.129.43.33,2053,443,TRUE,Singapore,Europe,FR,Singapore,228,10.29
114.129.43.55,2053,443,TRUE,Singapore,Europe,NL,Singapore,322,10.29
114.129.43.128,2053,443,TRUE,Singapore,Europe,DE,Singapore,160,10.29
114.129.43.200,2053,443,TRUE,Singapore,Europe,DE,Singapore,405,10.29
114.129.43.210,2053,443,TRUE,Singapore,South America,BR,Singapore,375,10.29
206.238.237.206,2053,443,TRUE,Singapore,Europe,DE,Singapore,183,10.29
206.238.236.95,2053,443,TRUE,Singapore,Europe,NL,Singapore,281,10.29
114.129.43.175,2053,443,TRUE,Singapore,South America,AR,Singapore,409,10.29
114.129.43.87,2053,443,TRUE,Singapore,North America,US,Singapore,190,10.29
114.129.43.58,2053,443,TRUE,Singapore,Middle East,AE,Singapore,190,10.29
114.129.43.16,2053,443,TRUE,Singapore,Asia Pacific,KR,Singapore,229,10.29
114.129.43.130,2053,443,TRUE,Singapore,Oceania,AU,Singapore,284,10.29
206.238.236.119,2053,443,TRUE,Singapore,South America,BR,Singapore,503,10.29
114.129.43.118,2053,443,TRUE,Singapore,Asia Pacific,KR,Singapore,99,10.29
114.129.43.242,2053,443,TRUE,Singapore,North America,US,Singapore,355,10.29
114.129.43.237,2053,443,TRUE,Singapore,North America,US,Singapore,274,10.29
206.238.237.195,2053,443,TRUE,Singapore,Asia Pacific,KR,Singapore,192,10.29
114.129.43.60,2053,443,TRUE,Singapore,Europe,FR,Singapore,323,10.29
206.238.236.86,2053,443,TRUE,Singapore,South America,BR,Singapore,347,10.29
114.129.43.217,2053,443,TRUE,Singapore,Europe,NL,Singapore,254,10.29
114.129.43.129,2053,443,TRUE,Singapore,Europe,FR,Singapore,306,10.29
206.238.236.185,2053,443,TRUE,Singapore,Europe,DE,Singapore,357,10.29
114.129.43.74,2053,443,TRUE,Singapore,South America,BR,Singapore,388,10.29
114.129.43.194,2053,443,TRUE,Singapore,Europe,FR,Singapore,201,10.29
206.238.237.243,2053,443,TRUE,Singapore,North America,US,Singapore,260,10.29
206.238.237.226,2053,443,TRUE,Singapore,Europe,DE,Singapore,309,10.29
206.238.236.155,2053,443,TRUE,Singapore,North America,US,Singapore,399,10.29
114.129.43.52,2053,8443,TRUE,Singapore,North America,US,Singapore,249,10.29
